tracking_id,shipment_id,status,timestamp
36237,a78b04bd,Delivered,2025-11-15 11:00:00
36238,2fae4f2a,Order Placed,2025-04-19 04:00:00
36239,2fae4f2a,Picked Up,2025-04-20 00:00:00
36240,2fae4f2a,In Transit,2025-04-22 00:00:00
36241,2fae4f2a,Out for Delivery,2025-04-24 07:00:00
36242,2fae4f2a,Delivered,2025-04-24 15:00:00
36243,477d2841,Order Placed,2025-04-24 01:00:00
36244,477d2841,Picked Up,2025-04-26 00:00:00
36245,477d2841,In Transit,2025-04-27 00:00:00
36246,477d2841,Out for Delivery,2025-04-25 09:00:00
36247,477d2841,Delivered,2025-04-25 13:00:00
36248,69dac9e5,Order Placed,2025-12-14 01:00:00
36249,69dac9e5,Picked Up,2025-12-15 00:00:00
36250,9f6ab6f0,Order Placed,2025-06-16 04:00:00
36251,9f6ab6f0,Cancelled,2025-06-17 00:00:00
36252,988993ce,Order Placed,2025-08-13 01:00:00
36253,988993ce,Picked Up,2025-08-15 00:00:00
36254,c249e99d,Order Placed,2025-07-12 04:00:00
36255,c249e99d,Picked Up,2025-07-13 00:00:00
36256,c249e99d,In Transit,2025-07-14 00:00:00
36257,c249e99d,Out for Delivery,2025-07-17 07:00:00
36258,c249e99d,Delivered,2025-07-17 14:00:00
36259,88f84985,Order Placed,2025-12-26 02:00:00
36260,88f84985,Picked Up,2025-12-28 00:00:00
36261,51cb8ffe,Order Placed,2026-02-11 02:00:00
36262,51cb8ffe,Picked Up,2026-02-13 00:00:00
36263,36f6e6f8,Order Placed,2025-09-19 04:00:00
36264,36f6e6f8,Picked Up,2025-09-20 00:00:00
36265,36f6e6f8,In Transit,2025-09-21 00:00:00
36266,36f6e6f8,Out for Delivery,2025-09-26 10:00:00
36267,36f6e6f8,Delivered,2025-09-26 12:00:00
36268,0e73fa63,Order Placed,2025-05-07 01:00:00
36269,0e73fa63,Picked Up,2025-05-09 00:00:00
36270,0535ffea,Order Placed,2025-03-10 01:00:00
36271,0535ffea,Cancelled,2025-03-11 00:00:00
36272,a0f757c8,Order Placed,2025-03-04 03:00:00
36273,a0f757c8,Picked Up,2025-03-06 00:00:00
36274,a0f757c8,In Transit,2025-03-07 00:00:00
36275,a0f757c8,Out for Delivery,2025-03-11 09:00:00
36276,a0f757c8,Delivered,2025-03-11 17:00:00
36277,de01dab2,Order Placed,2026-01-03 02:00:00
36278,de01dab2,Picked Up,2026-01-04 00:00:00
36279,de01dab2,In Transit,2026-01-05 00:00:00
36280,b7f57d2f,Order Placed,2025-04-22 03:00:00
36281,b7f57d2f,Picked Up,2025-04-24 00:00:00
36282,25b09ee1,Order Placed,2025-03-12 02:00:00
36283,25b09ee1,Picked Up,2025-03-13 00:00:00
36284,25b09ee1,In Transit,2025-03-14 00:00:00
36285,25b09ee1,Out for Delivery,2025-03-19 08:00:00
36286,25b09ee1,Delivered,2025-03-19 12:00:00
36287,372d7b15,Order Placed,2025-03-27 03:00:00
36288,372d7b15,Picked Up,2025-03-29 00:00:00
36289,372d7b15,In Transit,2025-03-31 00:00:00
36290,e348c2f6,Order Placed,2025-08-31 01:00:00
36291,e348c2f6,Picked Up,2025-09-02 00:00:00
36292,e348c2f6,In Transit,2025-09-04 00:00:00
36293,e348c2f6,Out for Delivery,2025-09-05 09:00:00
36294,e348c2f6,Delivered,2025-09-05 13:00:00
36295,b2bc4461,Order Placed,2025-12-31 01:00:00
36296,b2bc4461,Picked Up,2026-01-02 00:00:00
36297,b2bc4461,In Transit,2026-01-03 00:00:00
36298,b2bc4461,Out for Delivery,2026-01-02 07:00:00
36299,b2bc4461,Delivered,2026-01-02 13:00:00
36300,f51fa446,Order Placed,2025-09-19 02:00:00
36301,f51fa446,Picked Up,2025-09-21 00:00:00
36302,8062b7d7,Order Placed,2025-03-06 02:00:00
36303,8062b7d7,Picked Up,2025-03-07 00:00:00
36304,c49f6e82,Order Placed,2025-10-26 04:00:00
36305,c49f6e82,Picked Up,2025-10-27 00:00:00
36306,4b6f8e4d,Order Placed,2026-01-01 02:00:00
36307,4b6f8e4d,Picked Up,2026-01-03 00:00:00
36308,4b6f8e4d,In Transit,2026-01-04 00:00:00
36309,4b6f8e4d,Out for Delivery,2026-01-05 09:00:00
36310,4b6f8e4d,Delivered,2026-01-05 17:00:00
36311,9057fd7e,Order Placed,2025-11-06 04:00:00
36312,9057fd7e,Cancelled,2025-11-07 00:00:00
36313,5e7695a0,Order Placed,2025-05-08 03:00:00
36314,5e7695a0,Cancelled,2025-05-10 00:00:00
36315,396ea673,Order Placed,2025-12-09 03:00:00
36316,396ea673,Cancelled,2025-12-11 00:00:00
36317,963f766c,Order Placed,2025-04-21 02:00:00
36318,963f766c,Picked Up,2025-04-23 00:00:00
36319,4fc552ed,Order Placed,2026-02-07 04:00:00
36320,4fc552ed,Picked Up,2026-02-08 00:00:00
36321,4fc552ed,In Transit,2026-02-10 00:00:00
36322,4fc552ed,Out for Delivery,2026-02-08 07:00:00
36323,4fc552ed,Delivered,2026-02-08 09:00:00
36324,df7e520a,Order Placed,2025-12-19 02:00:00
36325,df7e520a,Picked Up,2025-12-20 00:00:00
36326,df7e520a,In Transit,2025-12-21 00:00:00
36327,4c58e0a0,Order Placed,2025-10-20 03:00:00
36328,4c58e0a0,Picked Up,2025-10-21 00:00:00
36329,4c58e0a0,In Transit,2025-10-23 00:00:00
36330,212c2697,Order Placed,2025-05-24 04:00:00
36331,212c2697,Picked Up,2025-05-26 00:00:00
36332,2edcc26a,Order Placed,2025-09-30 01:00:00
36333,2edcc26a,Cancelled,2025-10-03 00:00:00
36334,4774b14f,Order Placed,2025-08-25 04:00:00
36335,4774b14f,Picked Up,2025-08-27 00:00:00
36336,4774b14f,In Transit,2025-08-29 00:00:00
36337,4774b14f,Out for Delivery,2025-08-26 07:00:00
36338,4774b14f,Delivered,2025-08-26 11:00:00
36339,82b4078d,Order Placed,2026-02-11 03:00:00
36340,82b4078d,Picked Up,2026-02-13 00:00:00
36341,82b4078d,In Transit,2026-02-15 00:00:00
36342,4ccd4229,Order Placed,2025-10-13 02:00:00
36343,4ccd4229,Picked Up,2025-10-15 00:00:00
36344,4ccd4229,In Transit,2025-10-17 00:00:00
36345,387f8574,Order Placed,2025-04-24 02:00:00
36346,387f8574,Picked Up,2025-04-26 00:00:00
36347,fed4b32f,Order Placed,2025-04-27 02:00:00
36348,fed4b32f,Picked Up,2025-04-28 00:00:00
36349,fed4b32f,In Transit,2025-04-30 00:00:00
36350,fed4b32f,Out for Delivery,2025-05-01 10:00:00
36351,fed4b32f,Delivered,2025-05-01 18:00:00
36352,359f9b5d,Order Placed,2026-02-11 04:00:00
36353,359f9b5d,Picked Up,2026-02-12 00:00:00
36354,359f9b5d,In Transit,2026-02-13 00:00:00
36355,6f59985a,Order Placed,2025-06-22 04:00:00
36356,6f59985a,Picked Up,2025-06-23 00:00:00
36357,6f59985a,In Transit,2025-06-24 00:00:00
36358,6f59985a,Out for Delivery,2025-06-28 10:00:00
36359,6f59985a,Delivered,2025-06-28 14:00:00
36360,bd6538e5,Order Placed,2025-09-10 04:00:00
36361,bd6538e5,Picked Up,2025-09-11 00:00:00
36362,bd6538e5,In Transit,2025-09-13 00:00:00
36363,bd6538e5,Out for Delivery,2025-09-12 09:00:00
36364,bd6538e5,Delivered,2025-09-12 17:00:00
36365,aab7f8bd,Order Placed,2025-06-27 01:00:00
36366,aab7f8bd,Cancelled,2025-06-29 00:00:00
36367,01d1df48,Order Placed,2025-06-21 01:00:00
36368,01d1df48,Picked Up,2025-06-22 00:00:00
36369,9c765c5e,Order Placed,2025-11-03 04:00:00
36370,9c765c5e,Cancelled,2025-11-06 00:00:00
36371,8cba3ff6,Order Placed,2025-05-09 03:00:00
36372,8cba3ff6,Picked Up,2025-05-11 00:00:00
36373,be8fb219,Order Placed,2025-07-21 04:00:00
36374,be8fb219,Cancelled,2025-07-23 00:00:00
36375,829cfc98,Order Placed,2025-12-30 02:00:00
36376,829cfc98,Picked Up,2026-01-01 00:00:00
36377,829cfc98,In Transit,2026-01-02 00:00:00
36378,829cfc98,Out for Delivery,2026-01-05 09:00:00
36379,829cfc98,Delivered,2026-01-05 15:00:00
36380,91d518fe,Order Placed,2025-10-13 01:00:00
36381,91d518fe,Cancelled,2025-10-15 00:00:00
36382,0e3ad55e,Order Placed,2025-04-04 03:00:00
36383,0e3ad55e,Picked Up,2025-04-05 00:00:00
36384,0e3ad55e,In Transit,2025-04-07 00:00:00
36385,0e3ad55e,Out for Delivery,2025-04-08 08:00:00
36386,0e3ad55e,Delivered,2025-04-08 12:00:00
36387,f2dd4863,Order Placed,2025-06-27 01:00:00
36388,f2dd4863,Cancelled,2025-06-30 00:00:00
36389,630cbee9,Order Placed,2026-01-25 03:00:00
36390,630cbee9,Picked Up,2026-01-27 00:00:00
36391,630cbee9,In Transit,2026-01-29 00:00:00
36392,630cbee9,Out for Delivery,2026-01-31 07:00:00
36393,630cbee9,Delivered,2026-01-31 10:00:00
36394,e0883db0,Order Placed,2025-08-28 03:00:00
36395,e0883db0,Cancelled,2025-08-29 00:00:00
36396,c471ab06,Order Placed,2025-09-24 03:00:00
36397,c471ab06,Picked Up,2025-09-25 00:00:00
36398,4668a74b,Order Placed,2025-10-07 01:00:00
36399,4668a74b,Picked Up,2025-10-08 00:00:00
36400,4668a74b,In Transit,2025-10-10 00:00:00
36401,4668a74b,Out for Delivery,2025-10-09 09:00:00
36402,4668a74b,Delivered,2025-10-09 16:00:00
36403,8a827b3a,Order Placed,2026-01-27 02:00:00
36404,8a827b3a,Picked Up,2026-01-28 00:00:00
36405,8a827b3a,In Transit,2026-01-30 00:00:00
36406,a1f0effb,Order Placed,2025-05-25 03:00:00
36407,a1f0effb,Picked Up,2025-05-26 00:00:00
36408,3e777944,Order Placed,2025-08-26 04:00:00
36409,3e777944,Picked Up,2025-08-28 00:00:00
36410,3e777944,In Transit,2025-08-29 00:00:00
36411,246babd1,Order Placed,2025-07-27 02:00:00
36412,246babd1,Picked Up,2025-07-28 00:00:00
36413,246babd1,In Transit,2025-07-30 00:00:00
36414,224b1c78,Order Placed,2025-08-21 02:00:00
36415,224b1c78,Picked Up,2025-08-23 00:00:00
36416,b9880165,Order Placed,2026-02-09 04:00:00
36417,b9880165,Picked Up,2026-02-10 00:00:00
36418,b9880165,In Transit,2026-02-11 00:00:00
36419,55c59605,Order Placed,2025-12-20 03:00:00
36420,55c59605,Cancelled,2025-12-21 00:00:00
36421,be9a6323,Order Placed,2025-09-30 01:00:00
36422,be9a6323,Picked Up,2025-10-01 00:00:00
36423,44f5a7e3,Order Placed,2025-05-01 04:00:00
36424,44f5a7e3,Picked Up,2025-05-02 00:00:00
36425,44f5a7e3,In Transit,2025-05-04 00:00:00
36426,58fc8a54,Order Placed,2025-07-29 01:00:00
36427,58fc8a54,Picked Up,2025-07-30 00:00:00
36428,58fc8a54,In Transit,2025-08-01 00:00:00
36429,58fc8a54,Out for Delivery,2025-07-30 09:00:00
36430,58fc8a54,Delivered,2025-07-30 11:00:00
36431,4f573c97,Order Placed,2026-02-19 04:00:00
36432,4f573c97,Picked Up,2026-02-20 00:00:00
36433,688e5dde,Order Placed,2026-01-23 04:00:00
36434,688e5dde,Picked Up,2026-01-25 00:00:00
36435,9f65687e,Order Placed,2025-04-07 03:00:00
36436,9f65687e,Picked Up,2025-04-08 00:00:00
36437,9f65687e,In Transit,2025-04-09 00:00:00
36438,9f65687e,Out for Delivery,2025-04-08 08:00:00
36439,9f65687e,Delivered,2025-04-08 16:00:00
36440,3a1f8535,Order Placed,2026-02-15 01:00:00
36441,3a1f8535,Picked Up,2026-02-16 00:00:00
36442,3a1f8535,In Transit,2026-02-18 00:00:00
36443,3a1f8535,Out for Delivery,2026-02-21 07:00:00
36444,3a1f8535,Delivered,2026-02-21 13:00:00
36445,8164bd16,Order Placed,2025-08-15 03:00:00
36446,8164bd16,Picked Up,2025-08-16 00:00:00
36447,8164bd16,In Transit,2025-08-17 00:00:00
36448,42783d27,Order Placed,2025-05-22 02:00:00
36449,42783d27,Picked Up,2025-05-23 00:00:00
36450,c7542595,Order Placed,2025-08-29 04:00:00
36451,c7542595,Picked Up,2025-08-30 00:00:00
36452,055c9b76,Order Placed,2025-10-18 01:00:00
36453,055c9b76,Picked Up,2025-10-19 00:00:00
36454,055c9b76,In Transit,2025-10-21 00:00:00
36455,055c9b76,Out for Delivery,2025-10-24 09:00:00
36456,055c9b76,Delivered,2025-10-24 16:00:00
36457,3cd8aa38,Order Placed,2025-08-29 03:00:00
36458,3cd8aa38,Cancelled,2025-08-31 00:00:00
36459,d4a9c8cf,Order Placed,2025-06-19 01:00:00
36460,d4a9c8cf,Picked Up,2025-06-21 00:00:00
36461,d4a9c8cf,In Transit,2025-06-23 00:00:00
36462,d4a9c8cf,Out for Delivery,2025-06-24 09:00:00
36463,d4a9c8cf,Delivered,2025-06-24 16:00:00
36464,1b1467cb,Order Placed,2025-08-09 02:00:00
36465,1b1467cb,Picked Up,2025-08-11 00:00:00
36466,1b1467cb,In Transit,2025-08-13 00:00:00
36467,1b1467cb,Out for Delivery,2025-08-10 08:00:00
36468,1b1467cb,Delivered,2025-08-10 12:00:00
36469,93ba0d06,Order Placed,2025-09-23 01:00:00
36470,93ba0d06,Picked Up,2025-09-25 00:00:00
36471,93ba0d06,In Transit,2025-09-27 00:00:00
36472,2559ce56,Order Placed,2026-02-09 03:00:00
36473,2559ce56,Picked Up,2026-02-10 00:00:00
36474,2559ce56,In Transit,2026-02-12 00:00:00
36475,ade1711a,Order Placed,2025-05-14 02:00:00
36476,ade1711a,Picked Up,2025-05-16 00:00:00
36477,91666a08,Order Placed,2026-02-09 03:00:00
36478,91666a08,Cancelled,2026-02-12 00:00:00
36479,04aee523,Order Placed,2025-03-20 03:00:00
36480,04aee523,Cancelled,2025-03-21 00:00:00
36481,7c5f78ed,Order Placed,2025-04-09 04:00:00
36482,7c5f78ed,Picked Up,2025-04-10 00:00:00
36483,7c5f78ed,In Transit,2025-04-12 00:00:00
36484,7c5f78ed,Out for Delivery,2025-04-13 08:00:00
36485,7c5f78ed,Delivered,2025-04-13 11:00:00
36486,ae08c475,Order Placed,2025-09-09 03:00:00
36487,ae08c475,Cancelled,2025-09-12 00:00:00
36488,6f7e2535,Order Placed,2025-08-16 01:00:00
36489,6f7e2535,Picked Up,2025-08-18 00:00:00
36490,445c8ab4,Order Placed,2025-02-25 01:00:00
36491,445c8ab4,Picked Up,2025-02-27 00:00:00
36492,445c8ab4,In Transit,2025-02-28 00:00:00
36493,366fa7eb,Order Placed,2026-02-14 04:00:00
36494,366fa7eb,Picked Up,2026-02-15 00:00:00
36495,366fa7eb,In Transit,2026-02-17 00:00:00
36496,366fa7eb,Out for Delivery,2026-02-19 06:00:00
36497,366fa7eb,Delivered,2026-02-19 14:00:00
36498,d8c8ae80,Order Placed,2025-04-19 04:00:00
36499,d8c8ae80,Cancelled,2025-04-22 00:00:00
36500,28c6695e,Order Placed,2026-01-28 04:00:00
36501,28c6695e,Picked Up,2026-01-29 00:00:00
36502,d94cbc71,Order Placed,2025-09-15 02:00:00
36503,d94cbc71,Picked Up,2025-09-17 00:00:00
36504,d94cbc71,In Transit,2025-09-18 00:00:00
36505,d94cbc71,Out for Delivery,2025-09-17 10:00:00
36506,d94cbc71,Delivered,2025-09-17 12:00:00
36507,03849156,Order Placed,2025-03-20 02:00:00
36508,03849156,Cancelled,2025-03-22 00:00:00
36509,9f8008e0,Order Placed,2025-06-27 03:00:00
36510,9f8008e0,Cancelled,2025-06-30 00:00:00
36511,f1aa7266,Order Placed,2025-07-31 04:00:00
36512,f1aa7266,Picked Up,2025-08-01 00:00:00
36513,f1aa7266,In Transit,2025-08-02 00:00:00
36514,d58958d9,Order Placed,2026-01-19 03:00:00
36515,d58958d9,Picked Up,2026-01-21 00:00:00
36516,d58958d9,In Transit,2026-01-23 00:00:00
36517,788fda7d,Order Placed,2026-02-08 03:00:00
36518,788fda7d,Cancelled,2026-02-11 00:00:00
36519,519ad0bd,Order Placed,2025-09-16 03:00:00
36520,519ad0bd,Picked Up,2025-09-17 00:00:00
36521,519ad0bd,In Transit,2025-09-19 00:00:00
36522,519ad0bd,Out for Delivery,2025-09-20 07:00:00
36523,519ad0bd,Delivered,2025-09-20 09:00:00
36524,cff00b90,Order Placed,2026-01-30 02:00:00
36525,cff00b90,Picked Up,2026-01-31 00:00:00
36526,cff00b90,In Transit,2026-02-01 00:00:00
36527,c26cb0c7,Order Placed,2025-03-06 04:00:00
36528,c26cb0c7,Cancelled,2025-03-08 00:00:00
36529,789d48c4,Order Placed,2025-12-21 03:00:00
36530,789d48c4,Picked Up,2025-12-22 00:00:00
36531,789d48c4,In Transit,2025-12-24 00:00:00
36532,789d48c4,Out for Delivery,2025-12-28 10:00:00
36533,789d48c4,Delivered,2025-12-28 14:00:00
36534,8cb316d8,Order Placed,2026-01-16 01:00:00
36535,8cb316d8,Cancelled,2026-01-17 00:00:00
36536,c042712e,Order Placed,2025-12-08 03:00:00
36537,c042712e,Cancelled,2025-12-09 00:00:00
36538,e731696c,Order Placed,2025-07-26 04:00:00
36539,e731696c,Cancelled,2025-07-29 00:00:00
36540,03b9690a,Order Placed,2026-01-06 02:00:00
36541,03b9690a,Picked Up,2026-01-08 00:00:00
36542,9c068d5c,Order Placed,2025-03-26 02:00:00
36543,9c068d5c,Picked Up,2025-03-28 00:00:00
36544,7dd908d3,Order Placed,2026-02-16 01:00:00
36545,7dd908d3,Picked Up,2026-02-18 00:00:00
36546,7dd908d3,In Transit,2026-02-20 00:00:00
36547,7dd908d3,Out for Delivery,2026-02-21 10:00:00
36548,7dd908d3,Delivered,2026-02-21 16:00:00
36549,aca38007,Order Placed,2026-01-16 02:00:00
36550,aca38007,Picked Up,2026-01-18 00:00:00
36551,aca38007,In Transit,2026-01-20 00:00:00
36552,aca38007,Out for Delivery,2026-01-18 07:00:00
36553,aca38007,Delivered,2026-01-18 12:00:00
36554,04fb1560,Order Placed,2025-09-30 02:00:00
36555,04fb1560,Picked Up,2025-10-02 00:00:00
36556,b91faadc,Order Placed,2025-05-02 04:00:00
36557,b91faadc,Picked Up,2025-05-03 00:00:00
36558,b91faadc,In Transit,2025-05-05 00:00:00
36559,b91faadc,Out for Delivery,2025-05-08 09:00:00
36560,b91faadc,Delivered,2025-05-08 11:00:00
36561,396e4e8a,Order Placed,2025-05-01 04:00:00
36562,396e4e8a,Cancelled,2025-05-02 00:00:00
36563,ad48f386,Order Placed,2025-03-10 04:00:00
36564,ad48f386,Cancelled,2025-03-11 00:00:00
36565,db6926ce,Order Placed,2026-02-09 04:00:00
36566,db6926ce,Picked Up,2026-02-11 00:00:00
36567,d829f44b,Order Placed,2025-12-06 04:00:00
36568,d829f44b,Picked Up,2025-12-07 00:00:00
36569,d829f44b,In Transit,2025-12-09 00:00:00
36570,d829f44b,Out for Delivery,2025-12-12 08:00:00
36571,d829f44b,Delivered,2025-12-12 15:00:00
36572,909c9b07,Order Placed,2025-09-11 02:00:00
36573,909c9b07,Picked Up,2025-09-12 00:00:00
36574,909c9b07,In Transit,2025-09-13 00:00:00
36575,21fd18b3,Order Placed,2025-03-10 03:00:00
36576,21fd18b3,Cancelled,2025-03-11 00:00:00
36577,042fcebd,Order Placed,2025-08-27 04:00:00
36578,042fcebd,Picked Up,2025-08-28 00:00:00
36579,081de007,Order Placed,2025-08-15 03:00:00
36580,081de007,Picked Up,2025-08-17 00:00:00
36581,081de007,In Transit,2025-08-18 00:00:00
36582,ecce66f6,Order Placed,2026-01-02 02:00:00
36583,ecce66f6,Picked Up,2026-01-03 00:00:00
36584,f5bf1ead,Order Placed,2025-12-10 04:00:00
36585,f5bf1ead,Cancelled,2025-12-12 00:00:00
36586,4a91511b,Order Placed,2025-10-23 01:00:00
36587,4a91511b,Picked Up,2025-10-25 00:00:00
36588,b61120f3,Order Placed,2025-12-21 01:00:00
36589,b61120f3,Picked Up,2025-12-23 00:00:00
36590,b61120f3,In Transit,2025-12-24 00:00:00
36591,b61120f3,Out for Delivery,2025-12-27 07:00:00
36592,b61120f3,Delivered,2025-12-27 09:00:00
36593,f0ba0a3a,Order Placed,2025-12-29 01:00:00
36594,f0ba0a3a,Picked Up,2025-12-30 00:00:00
36595,f0ba0a3a,In Transit,2025-12-31 00:00:00
36596,f0ba0a3a,Out for Delivery,2025-12-31 10:00:00
36597,f0ba0a3a,Delivered,2025-12-31 16:00:00
36598,b1d47e7c,Order Placed,2026-01-09 04:00:00
36599,b1d47e7c,Picked Up,2026-01-10 00:00:00
36600,b1d47e7c,In Transit,2026-01-11 00:00:00
36601,4c88b1fc,Order Placed,2025-05-10 01:00:00
36602,4c88b1fc,Cancelled,2025-05-12 00:00:00
36603,18475bde,Order Placed,2025-11-04 01:00:00
36604,18475bde,Picked Up,2025-11-06 00:00:00
36605,e5071f1f,Order Placed,2025-09-04 01:00:00
36606,e5071f1f,Picked Up,2025-09-05 00:00:00
36607,c45fe655,Order Placed,2025-02-22 01:00:00
36608,c45fe655,Picked Up,2025-02-24 00:00:00
36609,c45fe655,In Transit,2025-02-26 00:00:00
36610,8730b4d6,Order Placed,2025-03-10 01:00:00
36611,8730b4d6,Picked Up,2025-03-11 00:00:00
36612,874662da,Order Placed,2025-08-28 01:00:00
36613,874662da,Cancelled,2025-08-30 00:00:00
36614,abbe641f,Order Placed,2025-12-01 03:00:00
36615,abbe641f,Picked Up,2025-12-02 00:00:00
36616,abbe641f,In Transit,2025-12-03 00:00:00
36617,599dfa7f,Order Placed,2025-09-09 01:00:00
36618,599dfa7f,Picked Up,2025-09-11 00:00:00
36619,06788b0f,Order Placed,2025-09-12 01:00:00
36620,06788b0f,Picked Up,2025-09-14 00:00:00
36621,b148fcc7,Order Placed,2025-05-09 03:00:00
36622,b148fcc7,Picked Up,2025-05-10 00:00:00
36623,b148fcc7,In Transit,2025-05-11 00:00:00
36624,b148fcc7,Out for Delivery,2025-05-16 10:00:00
36625,b148fcc7,Delivered,2025-05-16 15:00:00
36626,216f5878,Order Placed,2026-02-20 01:00:00
36627,216f5878,Cancelled,2026-02-22 00:00:00
36628,2c35c7b6,Order Placed,2025-07-22 03:00:00
36629,2c35c7b6,Picked Up,2025-07-23 00:00:00
36630,2c35c7b6,In Transit,2025-07-24 00:00:00
36631,73426440,Order Placed,2026-02-09 04:00:00
36632,73426440,Cancelled,2026-02-10 00:00:00
36633,7b36c572,Order Placed,2025-06-19 01:00:00
36634,7b36c572,Picked Up,2025-06-21 00:00:00
36635,85dc0595,Order Placed,2025-07-14 01:00:00
36636,85dc0595,Cancelled,2025-07-15 00:00:00
36637,c8426be5,Order Placed,2025-04-22 03:00:00
36638,c8426be5,Cancelled,2025-04-25 00:00:00
36639,30e61637,Order Placed,2025-03-18 02:00:00
36640,30e61637,Picked Up,2025-03-19 00:00:00
36641,30e61637,In Transit,2025-03-20 00:00:00
36642,30e61637,Out for Delivery,2025-03-25 09:00:00
36643,30e61637,Delivered,2025-03-25 13:00:00
36644,37cc32a1,Order Placed,2025-03-18 04:00:00
36645,37cc32a1,Picked Up,2025-03-20 00:00:00
36646,65391239,Order Placed,2025-06-11 03:00:00
36647,65391239,Picked Up,2025-06-13 00:00:00
36648,9f35f1de,Order Placed,2026-01-22 02:00:00
36649,9f35f1de,Cancelled,2026-01-24 00:00:00
36650,3922bd86,Order Placed,2025-04-24 02:00:00
36651,3922bd86,Picked Up,2025-04-25 00:00:00
36652,3922bd86,In Transit,2025-04-26 00:00:00
36653,3922bd86,Out for Delivery,2025-04-29 07:00:00
36654,3922bd86,Delivered,2025-04-29 13:00:00
36655,df26d506,Order Placed,2025-10-26 04:00:00
36656,df26d506,Picked Up,2025-10-28 00:00:00
36657,df26d506,In Transit,2025-10-30 00:00:00
36658,2ed13f2c,Order Placed,2025-12-04 03:00:00
36659,2ed13f2c,Picked Up,2025-12-06 00:00:00
36660,2ed13f2c,In Transit,2025-12-07 00:00:00
36661,2ed13f2c,Out for Delivery,2025-12-09 07:00:00
36662,2ed13f2c,Delivered,2025-12-09 10:00:00
36663,b0cf29c2,Order Placed,2025-04-07 04:00:00
36664,b0cf29c2,Picked Up,2025-04-08 00:00:00
36665,66f327eb,Order Placed,2025-09-05 04:00:00
36666,66f327eb,Picked Up,2025-09-06 00:00:00
36667,66f327eb,In Transit,2025-09-07 00:00:00
36668,6ebd2cce,Order Placed,2025-05-11 04:00:00
36669,6ebd2cce,Picked Up,2025-05-12 00:00:00
36670,5c2f9a17,Order Placed,2026-02-18 04:00:00
36671,5c2f9a17,Picked Up,2026-02-20 00:00:00
36672,1511ba2a,Order Placed,2025-10-02 03:00:00
36673,1511ba2a,Picked Up,2025-10-03 00:00:00
36674,1511ba2a,In Transit,2025-10-04 00:00:00
36675,1511ba2a,Out for Delivery,2025-10-08 06:00:00
36676,1511ba2a,Delivered,2025-10-08 11:00:00
36677,4ec01d09,Order Placed,2025-08-13 01:00:00
36678,4ec01d09,Picked Up,2025-08-14 00:00:00
36679,4ec01d09,In Transit,2025-08-16 00:00:00
36680,094a0238,Order Placed,2025-09-13 03:00:00
36681,094a0238,Picked Up,2025-09-15 00:00:00
36682,094a0238,In Transit,2025-09-17 00:00:00
36683,845c62b9,Order Placed,2025-12-26 04:00:00
36684,845c62b9,Cancelled,2025-12-29 00:00:00
36685,72ef483b,Order Placed,2025-03-25 04:00:00
36686,72ef483b,Picked Up,2025-03-27 00:00:00
36687,c1926034,Order Placed,2026-01-12 03:00:00
36688,c1926034,Cancelled,2026-01-15 00:00:00
36689,a9870952,Order Placed,2025-12-23 04:00:00
36690,a9870952,Cancelled,2025-12-25 00:00:00
36691,e131c0ba,Order Placed,2025-03-04 02:00:00
36692,e131c0ba,Cancelled,2025-03-05 00:00:00
36693,fa134ac0,Order Placed,2025-09-20 01:00:00
36694,fa134ac0,Picked Up,2025-09-22 00:00:00
36695,dd68fb72,Order Placed,2025-09-11 04:00:00
36696,dd68fb72,Picked Up,2025-09-12 00:00:00
36697,a59ba070,Order Placed,2025-09-20 04:00:00
36698,a59ba070,Picked Up,2025-09-22 00:00:00
36699,a59ba070,In Transit,2025-09-23 00:00:00
36700,ead16691,Order Placed,2026-01-07 02:00:00
36701,ead16691,Cancelled,2026-01-08 00:00:00
36702,0a22e974,Order Placed,2025-07-21 03:00:00
36703,0a22e974,Cancelled,2025-07-24 00:00:00
36704,d62ca646,Order Placed,2025-07-25 03:00:00
36705,d62ca646,Picked Up,2025-07-27 00:00:00
36706,1e3302a7,Order Placed,2025-05-17 01:00:00
36707,1e3302a7,Picked Up,2025-05-19 00:00:00
36708,1e3302a7,In Transit,2025-05-20 00:00:00
36709,a973afe6,Order Placed,2025-09-01 01:00:00
36710,a973afe6,Picked Up,2025-09-02 00:00:00
36711,a973afe6,In Transit,2025-09-04 00:00:00
36712,e5b7204e,Order Placed,2025-07-04 04:00:00
36713,e5b7204e,Picked Up,2025-07-05 00:00:00
36714,e5b7204e,In Transit,2025-07-06 00:00:00
36715,e5b7204e,Out for Delivery,2025-07-07 07:00:00
36716,e5b7204e,Delivered,2025-07-07 09:00:00
36717,05b3e35b,Order Placed,2025-08-27 04:00:00
36718,05b3e35b,Picked Up,2025-08-29 00:00:00
36719,05b3e35b,In Transit,2025-08-31 00:00:00
36720,05b3e35b,Out for Delivery,2025-08-29 07:00:00
36721,05b3e35b,Delivered,2025-08-29 15:00:00
36722,f242650b,Order Placed,2026-01-19 03:00:00
36723,f242650b,Picked Up,2026-01-21 00:00:00
36724,f242650b,In Transit,2026-01-23 00:00:00
36725,f242650b,Out for Delivery,2026-01-26 07:00:00
36726,f242650b,Delivered,2026-01-26 10:00:00
36727,1de8a679,Order Placed,2025-04-19 01:00:00
